url,createdAt,id,isReply,inReplyToId,isRetweet,isQuote,viewCount,retweetCount,likeCount,replyCount,lang,author__createdAt,author__location,text
https://x.com/atlast_b/status/1377094491669061632,Wed Mar 31 03:04:46 +0000 2021,1377094491669061632,TRUE,1377075242875650048,FALSE,FALSE,,0,14,1,es,2020-08-29,,"@FranAlabi A mi me pusieron la segunda dosis el Sábado y la verdad que esa si te da un dolor de huesos, como desubicacion, asi como cuando te quiere dar una fiebre, dolor en el brazo y fatiga. Pero ya ayer como si nada me paso. Es asi creo q todos los pacientes pero todos somos diferentes."
https://x.com/henrygarciame/status/1377079158480773122,Wed Mar 31 02:03:50 +0000 2021,1377079158480773122,TRUE,1377075242875650048,FALSE,FALSE,,0,17,1,qme,2011-05-07,El Salvador san salvador ,@FranAlabi 🙏🤝🇸🇻
https://x.com/PacagenBrands/status/1783962756431167764,Fri Apr 26 20:54:00 +0000 2024,1783962756431167764,FALSE,,FALSE,FALSE,3920962,22,255,34,en,2023-02-05,,"By neutralizing up to 98% of cat allergens, Pacagen's Cat Allergen Neutralizing Spray is over twice as effective as anything else when it comes to beating allergens.

Don't wait for your next allergic reaction. Click on the link below to try it out!"
https://x.com/gloria53121/status/1377223963856793601,Wed Mar 31 11:39:15 +0000 2021,1377223963856793601,TRUE,1377075242875650048,FALSE,FALSE,,0,0,0,es,2020-08-26,"Santa Tecla, El Salvador","@FranAlabi @nayibbukele Así será ministro esperando mi turno, no sé cómo anotarme ? Donde?"
https://x.com/falke66/status/1377086809402920963,Wed Mar 31 02:34:15 +0000 2021,1377086809402920963,TRUE,1377075242875650048,FALSE,FALSE,,0,2,2,es,2011-10-19,El Salvador,"@FranAlabi En vista que habrá vacunación en mayores cantidades, se debe:
Tener un canal de comunicación para que la gente ayude en la vigilancia epidemiológica.
Reportar efectos adversos mayores.
Recibir orientación y despejar dudas."
https://x.com/ElCuriosoSV503/status/1377135561295556608,Wed Mar 31 05:47:58 +0000 2021,1377135561295556608,TRUE,1377075242875650048,FALSE,FALSE,,0,5,0,es,2021-02-22,,"@FranAlabi @nayibbukele Sólo da hambre

https://t.co/c87oxYOmj1"
https://x.com/Beatriz0611/status/1377146556399284228,Wed Mar 31 06:31:39 +0000 2021,1377146556399284228,TRUE,1377075242875650048,FALSE,FALSE,,0,2,0,es,2012-07-15,,"@FranAlabi A mi hijo se la pusieron esta mañana y tampoco ha presentado síntomas graves, solo un dolorcito de cabeza que con 2 acetaminofén se ha mejorado. Gracias 🙏🥰"
https://x.com/Orlando80035020/status/1377081916940300292,Wed Mar 31 02:14:48 +0000 2021,1377081916940300292,TRUE,1377075242875650048,FALSE,FALSE,,0,2,1,es,2019-06-27,,@FranAlabi Me alegro mucho ! Una pregunta: porqué ya no aparecen los casos nuevos en el sito covid? https://t.co/0G8059jkU6
https://x.com/Arraymendelevio/status/1377303610682408961,Wed Mar 31 16:55:44 +0000 2021,1377303610682408961,TRUE,1377075242875650048,FALSE,FALSE,,0,2,0,es,2015-06-14,La Paz,"@FranAlabi @nayibbukele Mmmm ""reducir al 100% la mortalidad"" se me hace demasiado inverosímil por muy segura que sea la vacuna. En medicina siempre hay un margen de error y las vacunas están demasiado recientes para asegurar tan contundentemente ese dato"
https://x.com/Malrato_sv/status/1377096514917560322,Wed Mar 31 03:12:49 +0000 2021,1377096514917560322,TRUE,1377075242875650048,FALSE,FALSE,,0,1,1,es,2012-04-12,,"@FranAlabi ¡¡¡Vacunenme ya porfavor!!!!
Amo la ciencia y creo en ella💕🇸🇻"
https://x.com/Antonie00340475/status/1377076113848070144,Wed Mar 31 01:51:45 +0000 2021,1377076113848070144,TRUE,1377075242875650048,FALSE,FALSE,,0,3,0,es,2020-10-17,,"@FranAlabi Gracias a Dios que no a tenido ninguna mala reacción ministro, mis 2 hijos y yo estamos deseando que llegue nuestro turno primero Dios"
https://x.com/EguzkineMijango/status/1377149837351690241,Wed Mar 31 06:44:42 +0000 2021,1377149837351690241,TRUE,1377075242875650048,FALSE,FALSE,,0,2,0,es,2017-07-27,,@FranAlabi @nayibbukele Felicidades 👏🏻👏🏻👏🏻👏🏻👏🏻 ministro. Dios lo bendiga y lo cuide siempre 🙏
https://x.com/CarlosAlvarad45/status/1377150701810249732,Wed Mar 31 06:48:08 +0000 2021,1377150701810249732,TRUE,1377075242875650048,FALSE,FALSE,,0,2,1,es,2011-08-23,"Houston, Texas","@FranAlabi @nayibbukele Tengo una duda Ministro:
Las personas vacunadas pueden enfermarse ""pero no habrá riesgo de muerte ni hospitalizacion"" ¿es así?

¿Será como una gripe normal?"
https://x.com/PacagenBrands/status/1783962756431167764,Fri Apr 26 20:54:00 +0000 2024,1783962756431167764,FALSE,,FALSE,FALSE,3920962,22,255,34,en,2023-02-05,,"By neutralizing up to 98% of cat allergens, Pacagen's Cat Allergen Neutralizing Spray is over twice as effective as anything else when it comes to beating allergens.

Don't wait for your next allergic reaction. Click on the link below to try it out!"
https://x.com/donanfer67/status/1377091100725350400,Wed Mar 31 02:51:18 +0000 2021,1377091100725350400,TRUE,1377075242875650048,FALSE,FALSE,,0,5,1,es,2010-12-11,El Salvador,@FranAlabi Yo tengo miedo por ser hipertenso pero igual me la pondré
https://x.com/JoelMancia4/status/1377082571067129862,Wed Mar 31 02:17:24 +0000 2021,1377082571067129862,TRUE,1377075242875650048,FALSE,FALSE,,0,3,0,es,2020-03-19,,@FranAlabi @HernNavarrete2 esperando mi turno estoy.💉💉💉💉
https://x.com/Bety459/status/1377753493340049411,Thu Apr 01 22:43:24 +0000 2021,1377753493340049411,TRUE,1377075242875650048,FALSE,FALSE,,0,1,0,es,2012-05-03,,"@FranAlabi A mí me la pusieron ayer, no me dió fiebre,solo dolor en el brazo,no fuerte y un poco de dolor de cabeza con acetaminofén se me quito,pero creo que el dolor de cabeza fue por la asoleada que me di.Todo bien"
https://x.com/HAMedina17/status/1377264553881374722,Wed Mar 31 14:20:32 +0000 2021,1377264553881374722,TRUE,1377075242875650048,FALSE,FALSE,,0,2,0,es,2019-06-17,,"@FranAlabi Gracias señor Ministro, a mi también ya me aplicaron la primera dosis de la Sinovac y gracias a Dios sin ningún efecto secundario. Saludos y bendiciones."
https://x.com/orlandocorte1/status/1377086383161028615,Wed Mar 31 02:32:33 +0000 2021,1377086383161028615,TRUE,1377075242875650048,FALSE,FALSE,,1,2,0,es,2015-01-21,,@FranAlabi @AbelCha47786776 Excellente mi ministro que Dios lo proteja
https://x.com/MaRcElL11391526/status/1377090184248918017,Wed Mar 31 02:47:39 +0000 2021,1377090184248918017,TRUE,1377075242875650048,FALSE,FALSE,,0,2,0,es,2020-05-07,El Salvador,@FranAlabi Vos ya estabas vacunado con la Pfizer no vengas con pajas
https://x.com/AlvarengaCriss/status/1377273036576030720,Wed Mar 31 14:54:15 +0000 2021,1377273036576030720,TRUE,1377075242875650048,FALSE,FALSE,,0,2,0,es,2020-03-17,,"@FranAlabi @nayibbukele Ayer tuve la bendición de recibir mi primera dosis de vacuna en el Hospital San Rafael, debo decirles que tienen una organización excelente, calidad de atención, servicial todo el personal. Dios bendiga todos estos esfuerzos. Felicito a todo ese equipo de vacunación. Gracias!!!"
https://x.com/falke66/status/1377087118812532736,Wed Mar 31 02:35:28 +0000 2021,1377087118812532736,TRUE,1377075242875650048,FALSE,FALSE,,0,2,0,es,2011-10-19,El Salvador,@FranAlabi Tampoco se debe olvidar al gremio odontológico y sus ayudantes
https://x.com/BrizzGaLop/status/1378337066434633729,Sat Apr 03 13:22:19 +0000 2021,1378337066434633729,TRUE,1377075242875650048,FALSE,FALSE,,0,0,0,es,2011-11-08,chile,@FranAlabi Por comentarios así es la gente bajó la guardia y ahora los contagiados han aumentado. Entiendan que las vacunas no te dan inmunidad 🤦🏻‍♀️
https://x.com/abandabai/status/1377075770665865216,Wed Mar 31 01:50:23 +0000 2021,1377075770665865216,TRUE,1377075242875650048,FALSE,FALSE,,0,1,0,es,2019-06-10,,"@FranAlabi Gracias a Dios ministro, tengo 2 co ocidas q s el aplicaron ayer y relatan lo mismo prácticamente que ud. Así que a esperar nada más paciencia a los que faltamos, llegará el día sin duda alguna, solo no olvidemos las medidas de bioseguridad siempre deben de ser las mismas.Saludos"
https://x.com/PacagenBrands/status/1783962756431167764,Fri Apr 26 20:54:00 +0000 2024,1783962756431167764,FALSE,,FALSE,FALSE,3920976,22,255,34,en,2023-02-05,,"By neutralizing up to 98% of cat allergens, Pacagen's Cat Allergen Neutralizing Spray is over twice as effective as anything else when it comes to beating allergens.

Don't wait for your next allergic reaction. Click on the link below to try it out!"
https://x.com/excalibur_sv/status/1377437850224848896,Thu Apr 01 01:49:09 +0000 2021,1377437850224848896,TRUE,1377075242875650048,FALSE,FALSE,,0,0,0,es,2010-09-27,,@FranAlabi Ok tío
https://x.com/torogoz1937/status/1377227767717171201,Wed Mar 31 11:54:22 +0000 2021,1377227767717171201,TRUE,1377075242875650048,FALSE,FALSE,,0,0,0,es,2013-10-30,,"@FranAlabi @nayibbukele LAS MOLESTIAS, DE ACUERDO A LA MAYORÍA DE VACUNADOS, DURAN ALREDEDOR DE 24 HORAS."
https://x.com/AdalbertoEsqui5/status/1377231824569561096,Wed Mar 31 12:10:29 +0000 2021,1377231824569561096,TRUE,1377075242875650048,FALSE,FALSE,,0,0,0,es,2019-02-16,"Los Angeles, CA",@FranAlabi @FranAlabi yo también ya llevo siete dias que me puse la vacuna Johnson and Johnson una sola dosis y no e centido ningún malestar.
https://x.com/CarcamoMaggie/status/1377273226661916673,Wed Mar 31 14:55:00 +0000 2021,1377273226661916673,TRUE,1377075242875650048,FALSE,FALSE,,0,0,0,es,2013-12-08,,@FranAlabi Los dolores dependen del metabolismo de cada persona no todas las personas lo recibirán igual ⁉️
